,review,city,country,hotel,originalRating,address,latitude,longitude,created_at,Word,sentimentRating
160," We were RICHLY BLESSED with a BIG SPACIOUS HERITAGE ROOM 🙏🏻 We THOROUGHLY enjoyed our 2 days’ staycation at the hotel during the National Day celebrations 🎉🎉🎉 In fact, the hotel organized a SPECIAL National Day celebrations at the lobby for the guests 🇸🇬🎉🇸🇬 It was truly a SWEET SURPRISE for us as the children ENJOYED the array of nostalgic local snacks & refreshments 🍽🫗😋🍭 It brought back FOND memories for us, the older ones 💬 and we were glad to share our NOSTALGIC memories  with the younger ones in our midst! 🍦It was a DOUBLE JOY 🌈 🌈 to be able to see part/snippets of the the National Day Parade celebrations 🇸🇬 from the balcony of the h",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-01-04 00:32:40,spa room pet-friendly ,5.0
161,"otel room 🏛 We would REALLY want to thank ALL the staff PROFUSELY (the General Manager, Mr Gino, the reception staff, Mr Warren, the dining, housekeeping & pool staff) at ‘The FULLERTON HOTEL’ for their HEARTFELT commitment & dedication ❤️ in making our recent stay SUPERBLY MEMORABLE 💕 and FILLED with MUCH JOY & GLADNESS otel room 🏛 We would REALLY want to thank ALL the staff PROFUSELY (the General Manager, Mr Gino, the reception staff, Mr Warren, the dining, housekeeping & pool staff) at ‘The FULLERTON HOTEL’ for their HEARTFELT commitment & dedication ❤️ in making our recent stay SUPERBLY MEMORABLE 💕 and FILLED with MUCH JOY & GLADNESS otel room 🏛 We would REALLY want to thank ALL the staff PROFUSELY (the General Manager, Mr Gino, the reception staff, Mr Warren, the dining, housekeeping & pool staff) at ‘The FULLERTON HOTEL’ for their HEARTFELT commitment & dedication ❤️ in making our recent stay SUPERBLY MEMORABLE 💕 and FILLED with MUCH JOY & GLADNESS ",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-18 01:47:36,room ,4.0
162,🌹 The children LOVED the ‘FULLERTON’ EXPERIENCE 💟 & are looking FORWARD to making a ‘COMEBACK’ 🏛 We THANK GOD for the EXCELLENT staycation 🙏🏻 & we are GRATEFUL for the opportunity to make BEAUTIFUL FAMILY MEMORIES at your BLESSED hotel ‘THE FULLERTON HOTEL’ 🙏🏻  THREE CHEERS FOR THE FULLERTON HOTEL 👏🏼👏🏼👏🏼 HIP HIP HOORAY 📣📣📣🌹 The children LOVED the ‘FULLERTON’ EXPERIENCE 💟 & are looking FORWARD to making a ‘COMEBACK’ 🏛 We THANK GOD for the EXCELLENT staycation 🙏🏻 & we are GRATEFUL for the opportunity to make BEAUTIFUL FAMILY MEMORIES at your BLESSED hotel ‘THE FULLERTON HOTEL’ 🙏🏻  THREE CHEERS FOR THE FULLERTON HOTEL 👏🏼👏🏼👏🏼 HIP HIP HOORAY 📣📣📣🌹 The children LOVED the ‘FULLERTON’ EXPERIENCE 💟 & are looking FORWARD to making a ‘COMEBACK’ 🏛 We THANK GOD for the EXCELLENT staycation 🙏🏻 & we are GRATEFUL for the opportunity to make BEAUTIFUL FAMILY MEMORIES at your BLESSED hotel ‘THE FULLERTON HOTEL’ 🙏🏻  THREE CHEERS FOR THE FULLERTON HOTEL 👏🏼👏🏼👏🏼 HIP HIP HOORAY 📣📣📣🌹 The children LOVED the ‘FULLERTON’ EXPERIENCE 💟 & are looking FORWARD to making a ‘COMEBACK’ 🏛 We THANK GOD for the EXCELLENT staycation 🙏🏻 & we are GRATEFUL for the opportunity to make BEAUTIFUL FAMILY MEMORIES at your BLESSED hotel ‘THE FULLERTON HOTEL’ 🙏🏻  THREE CHEERS FOR THE FULLERTON HOTEL 👏🏼👏🏼👏🏼 HIP HIP HOORAY 📣📣📣🌹 The children LOVED the ‘FULLERTON’ EXPERIENCE 💟 & are looking FORWARD to making a ‘COMEBACK’ 🏛 We THANK GOD for the EXCELLENT staycation 🙏🏻 & we are GRATEFUL for the opportunity to make BEAUTIFUL FAMILY MEMORIES at your BLESSED hotel ‘THE FULLERTON HOTEL’ 🙏🏻  THREE CHEERS FOR THE FULLERTON HOTEL 👏🏼👏🏼👏🏼 HIP HIP HOORAY 📣📣📣🌹 The children LOVED the ‘FULLERTON’ EXPERIENCE 💟 & are looking FORWARD to making a ‘COMEBACK’ 🏛 We THANK GOD for the EXCELLENT staycation 🙏🏻 & we are GRATEFUL for the opportunity to make BEAUTIFUL FAMILY MEMORIES at your BLESSED hotel ‘THE FULLERTON HOTEL’ 🙏🏻  THREE CHEERS FOR THE FULLERTON HOTEL 👏🏼👏🏼👏🏼 HIP HIP HOORAY 📣📣📣🌹 The children LOVED the ‘FULLERTON’ EXPERIENCE 💟 & are looking FORWARD to making a ‘COMEBACK’ 🏛 We THANK GOD for the EXCELLENT staycation 🙏🏻 & we are GRATEFUL for the opportunity to make BEAUTIFUL FAMILY MEMORIES at your BLESSED hotel ‘THE FULLERTON HOTEL’ 🙏🏻  THREE CHEERS FOR THE FULLERTON HOTEL 👏🏼👏🏼👏🏼 HIP HIP HOORAY 📣📣📣🌹 The children LOVED the ‘FULLERTON’ EXPERIENCE 💟 & are looking FORWARD to making a ‘COMEBACK’ 🏛 We THANK GOD for the EXCELLENT staycation 🙏🏻 & we are GRATEFUL for the opportunity to make BEAUTIFUL FAMILY MEMORIES at your BLESSED hotel ‘THE FULLERTON HOTEL’ 🙏🏻  THREE CHEERS FOR THE FULLERTON HOTEL 👏🏼👏🏼👏🏼 HIP HIP HOORAY 📣📣📣,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-11 23:55:43,,2.625
163,The hotel stay was really pleasantThe hotel stay was really pleasantThe hotel stay was really pleasantThe hotel stay was really pleasantThe hotel stay was really pleasantThe hotel stay was really pleasantThe hotel stay was really pleasantThe hotel stay was really pleasant,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-08 20:44:15,,4.0
164, The balcony was very unique and the amenities in the hotel was great,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-02-24 22:23:52,,4.0
165," However, we didn’t feel very welcomed especially at the start of the stay because the concierge staff were very unwelcoming right off the bat",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-11 16:10:59,,5.0
166," 

Once, while making my way to the reception, a concierge staff walked really fast towards me and asked “are you a guest here?” in the most patronising tone I’ve seen from a service staff 

Once, while making my way to the reception, a concierge staff walked really fast towards me and asked “are you a guest here?” in the most patronising tone I’ve seen from a service staff 

Once, while making my way to the reception, a concierge staff walked really fast towards me and asked “are you a guest here?” in the most patronising tone I’ve seen from a service staff 

Once, while making my way to the reception, a concierge staff walked really fast towards me and asked “are you a guest here?” in the most patronising tone I’ve seen from a service staff 

Once, while making my way to the reception, a concierge staff walked really fast towards me and asked “are you a guest here?” in the most patronising tone I’ve seen from a service staff 

Once, while making my way to the reception, a concierge staff walked really fast towards me and asked “are you a guest here?” in the most patronising tone I’ve seen from a service staff",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-04 21:19:56,service ,2.6666666666666665
167, This kept on repeating for me throughout my stay and I kept having to show them my key cards for some reason? I can safely say that most guests didn’t receive the same treatment as I did so I’m really curious as to why I was treated in such a way This kept on repeating for me throughout my stay and I kept having to show them my key cards for some reason? I can safely say that most guests didn’t receive the same treatment as I did so I’m really curious as to why I was treated in such a way,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-03-22 22:15:20,,4.5
168,I reallly enjoyed our staycation at FullertonI reallly enjoyed our staycation at FullertonI reallly enjoyed our staycation at Fullerton,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-02 15:28:04,,4.666666666666667
169, It’s central so it’s easy to get around the area and some of the Singapore iconic landmarks are there It’s central so it’s easy to get around the area and some of the Singapore iconic landmarks are there It’s central so it’s easy to get around the area and some of the Singapore iconic landmarks are there It’s central so it’s easy to get around the area and some of the Singapore iconic landmarks are there,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-12-31 13:10:48,,4.75
170, I highly recommend I highly recommend I highly recommend I highly recommend I highly recommend I highly recommend,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-20 15:30:31,,3.5
171, Really worth the price Really worth the price Really worth the price Really worth the price Really worth the price Really worth the price Really worth the price,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-30 23:51:44,,3.5714285714285716
172," 

Our heritage room is spacious with auto toilet and a big bath tub 

Our heritage room is spacious with auto toilet and a big bath tub 

Our heritage room is spacious with auto toilet and a big bath tub 

Our heritage room is spacious with auto toilet and a big bath tub",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.2,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-26 15:36:45,spa room ,1.0
173,  The infinity pool has a max 1,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-03-13 21:21:57,,5.0
174,2 meters height which feels safer to swim2 meters height which feels safer to swim,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-09 23:32:23,,5.0
175,   ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-23 00:03:26,,2.6666666666666665
176,It was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthdayIt was a wonderful 2 days stay which I celebrated by gf’s birthday,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-06 15:02:04,,3.727272727272727
177, The hotel was very accommodating to all my requests and make her birthday feel extra special,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-12-11 20:55:34,,5.0
178, Thank you to all the staff of Fullerton hotel,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-24 20:46:26,,5.0
179,    ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-06-13 14:05:04,,5.0
180,"Booked Heritage Room, advertised room picture was different from actualBooked Heritage Room, advertised room picture was different from actualBooked Heritage Room, advertised room picture was different from actualBooked Heritage Room, advertised room picture was different from actualBooked Heritage Room, advertised room picture was different from actualBooked Heritage Room, advertised room picture was different from actualBooked Heritage Room, advertised room picture was different from actual",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-06-15 14:05:44,room ,3.142857142857143
181, Toilet was spacious Toilet was spacious Toilet was spacious,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-09-15 16:52:32,spa ,4.666666666666667
182, Housekeeping was responsive when highlighted there wasn't any drinking water in the room Housekeeping was responsive when highlighted there wasn't any drinking water in the room Housekeeping was responsive when highlighted there wasn't any drinking water in the room Housekeeping was responsive when highlighted there wasn't any drinking water in the room Housekeeping was responsive when highlighted there wasn't any drinking water in the room Housekeeping was responsive when highlighted there wasn't any drinking water in the room,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-28 22:51:22,room ,4.5
183,     ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-14 22:07:01,,4.8
184,Checkin was a jiffyCheckin was a jiffyCheckin was a jiffyCheckin was a jiffyCheckin was a jiffyCheckin was a jiffy,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-13 23:09:02,,4.333333333333333
185, We arrived earlier than 3 pm checkin time but managed to get our room after short 10 mins wait We arrived earlier than 3 pm checkin time but managed to get our room after short 10 mins wait We arrived earlier than 3 pm checkin time but managed to get our room after short 10 mins wait We arrived earlier than 3 pm checkin time but managed to get our room after short 10 mins wait We arrived earlier than 3 pm checkin time but managed to get our room after short 10 mins wait We arrived earlier than 3 pm checkin time but managed to get our room after short 10 mins wait We arrived earlier than 3 pm checkin time but managed to get our room after short 10 mins wait We arrived earlier than 3 pm checkin time but managed to get our room after short 10 mins wait We arrived earlier than 3 pm checkin time but managed to get our room after short 10 mins wait,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-21 23:01:54,room ,3.888888888888889
186,"

It was a pity that our heritage room was without a view

It was a pity that our heritage room was without a view

It was a pity that our heritage room was without a view

It was a pity that our heritage room was without a view",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-13 09:22:15,room ,4.5
187, But the room is very spacious with big Bathtub!! Not forgetting to mention the heated Toto toilet!! A wonderful touch there But the room is very spacious with big Bathtub!! Not forgetting to mention the heated Toto toilet!! A wonderful touch there But the room is very spacious with big Bathtub!! Not forgetting to mention the heated Toto toilet!! A wonderful touch there But the room is very spacious with big Bathtub!! Not forgetting to mention the heated Toto toilet!! A wonderful touch there,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-11 16:10:37,spa room ,4.5
188, It was a tad pity that the minibar was all chargeable,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.2,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-16 00:38:01,lounge ,4.0
189," 5 stars hotel could afford to compliment a few cans of soda 😉

I personally love the fact that each room comes with a Harmon Kardon Bluetooth speaker! Please note to not touch the speaker’s posterior body 5 stars hotel could afford to compliment a few cans of soda 😉

I personally love the fact that each room comes with a Harmon Kardon Bluetooth speaker! Please note to not touch the speaker’s posterior body 5 stars hotel could afford to compliment a few cans of soda 😉

I personally love the fact that each room comes with a Harmon Kardon Bluetooth speaker! Please note to not touch the speaker’s posterior body 5 stars hotel could afford to compliment a few cans of soda 😉

I personally love the fact that each room comes with a Harmon Kardon Bluetooth speaker! Please note to not touch the speaker’s posterior body",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-09 15:45:30,room ,4.5
190, The silicone has disintegrated and become sticky The silicone has disintegrated and become sticky,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-20 10:43:13,,4.0
191," Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time Not very pleasant to touch at all - so, beware!!

Overall a brilliant experience in this historical property! Would love to have another experience with better view next time",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-07 16:04:56,,3.923076923076923
192,"Very wonderful stay, location is good!! Very wonderful stay, location is good!! Very wonderful stay, location is good!! Very wonderful stay, location is good!! Very wonderful stay, location is good!! Very wonderful stay, location is good!! ",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-01 23:37:23,location ,3.8333333333333335
193,"Very considerate and kind staff, from concierge to facilities and express service (via in-room phone)! Beautiful rooms and huge bathrooms, with a stool in every bathroom to sit while showering (perfect for my grandma, we usually need to request this from other hotels)Very considerate and kind staff, from concierge to facilities and express service (via in-room phone)! Beautiful rooms and huge bathrooms, with a stool in every bathroom to sit while showering (perfect for my grandma, we usually need to request this from other hotels)Very considerate and kind staff, from concierge to facilities and express service (via in-room phone)! Beautiful rooms and huge bathrooms, with a stool in every bathroom to sit while showering (perfect for my grandma, we usually need to request this from other hotels)Very considerate and kind staff, from concierge to facilities and express service (via in-room phone)! Beautiful rooms and huge bathrooms, with a stool in every bathroom to sit while showering (perfect for my grandma, we usually need to request this from other hotels)Very considerate and kind staff, from concierge to facilities and express service (via in-room phone)! Beautiful rooms and huge bathrooms, with a stool in every bathroom to sit while showering (perfect for my grandma, we usually need to request this from other hotels)",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-04 18:32:27,service bathroom room ,4.0
194," Pool was a little small, but many poolside seats available to just relax and enjoy the scenery Pool was a little small, but many poolside seats available to just relax and enjoy the scenery",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-15 22:39:28,,5.0
195,"
Pool staff was very kind to my grandma and encouraged her to slowly walk up the stairs to take a look at the pool/scenery
Pool staff was very kind to my grandma and encouraged her to slowly walk up the stairs to take a look at the pool/scenery
Pool staff was very kind to my grandma and encouraged her to slowly walk up the stairs to take a look at the pool/scenery
Pool staff was very kind to my grandma and encouraged her to slowly walk up the stairs to take a look at the pool/scenery
Pool staff was very kind to my grandma and encouraged her to slowly walk up the stairs to take a look at the pool/scenery
Pool staff was very kind to my grandma and encouraged her to slowly walk up the stairs to take a look at the pool/scenery
Pool staff was very kind to my grandma and encouraged her to slowly walk up the stairs to take a look at the pool/scenery
Pool staff was very kind to my grandma and encouraged her to slowly walk up the stairs to take a look at the pool/scenery",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-02-28 09:26:42,,3.0
196, Kudos the the whole Fullerton Hotel team who made our stay very pleasant and enjoyable!  Kudos the the whole Fullerton Hotel team who made our stay very pleasant and enjoyable!  Kudos the the whole Fullerton Hotel team who made our stay very pleasant and enjoyable!  Kudos the the whole Fullerton Hotel team who made our stay very pleasant and enjoyable! ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-13 20:33:46,,3.75
197,Great experience! Great service and was able to accommodate to most requests regarding the room :) love the tubGreat experience! Great service and was able to accommodate to most requests regarding the room :) love the tubGreat experience! Great service and was able to accommodate to most requests regarding the room :) love the tubGreat experience! Great service and was able to accommodate to most requests regarding the room :) love the tubGreat experience! Great service and was able to accommodate to most requests regarding the room :) love the tub,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.5,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-05-05 16:23:25,service room ,3.2
198,Enjoyed the staycationEnjoyed the staycationEnjoyed the staycationEnjoyed the staycationEnjoyed the staycation,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-12 03:24:45,,4.6
199, Room is comfy and staffs were friendly Room is comfy and staffs were friendly Room is comfy and staffs were friendly Room is comfy and staffs were friendly Room is comfy and staffs were friendly,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-06 23:47:02,room ,3.8
200,Room is nice and spacious!!! Classic colonial style!!! Service is very good tooRoom is nice and spacious!!! Classic colonial style!!! Service is very good tooRoom is nice and spacious!!! Classic colonial style!!! Service is very good too,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-01 17:10:31,service spa room ,4.666666666666667
201,Was a really memorable staycation! The service was extremely fast and my requests were attended to immediately,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-10-31 12:29:24,service ,5.0
202," It was also located near the town area, which made it convenient to find a place to dine in and enjoy",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-04 23:29:22,,5.0
203, Would definitely recommend Fullerton to anyone out there looking to relax and enjoy themselves :),Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-12-24 16:20:37,,5.0
204,We were celebrating my baby’s birthday at the hotelWe were celebrating my baby’s birthday at the hotel,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-04 22:04:36,,5.0
205, Called ahead to ask about amenities given to baby so that I can pack sufficiently for him Called ahead to ask about amenities given to baby so that I can pack sufficiently for him Called ahead to ask about amenities given to baby so that I can pack sufficiently for him Called ahead to ask about amenities given to baby so that I can pack sufficiently for him,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-02-08 16:43:04,,4.0
206, Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information Staff have been very patient and helpful in providing information,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-02-07 18:44:10,,4.25
207," Baby toothbrush, baby cot, amenities and even a small teddy bear was given Baby toothbrush, baby cot, amenities and even a small teddy bear was given Baby toothbrush, baby cot, amenities and even a small teddy bear was given Baby toothbrush, baby cot, amenities and even a small teddy bear was given",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-26 00:58:05,,4.75
208," 
We stayed at the quay room overlooking singapore river, it had a balcony and really nice to chill out there 
We stayed at the quay room overlooking singapore river, it had a balcony and really nice to chill out there",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2022-04-11 20:58:06,room ,4.5
209," Room was really nice and clean, bathtub was big and really relaxing for family bath time Room was really nice and clean, bathtub was big and really relaxing for family bath time",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-06 19:07:05,room cleanliness ,4.5
210,    ,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.2,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-27 21:58:34,,5.0
211,It was a lovely stsycation to start the new yeae with,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.7,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-11-20 03:36:19,,4.0
212, All the staff were very professional and helpful All the staff were very professional and helpful,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-02-08 22:08:33,,3.5
213," From check and check out, breakfast at the Town restaurant as well as by the poolside From check and check out, breakfast at the Town restaurant as well as by the poolside From check and check out, breakfast at the Town restaurant as well as by the poolside",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-02-12 20:13:57,,4.333333333333333
214, We were given a late check out at 2 pm when requested at check in We were given a late check out at 2 pm when requested at check in We were given a late check out at 2 pm when requested at check in We were given a late check out at 2 pm when requested at check in,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-04-04 10:44:04,,4.75
215," 
The hotel was beautifully decorated for Christmas using bears as the main thene 
The hotel was beautifully decorated for Christmas using bears as the main thene",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-03-04 15:28:17,,4.5
216,"
The heritage room that was booked was very spacious and comfortable with very high ceilimg
The heritage room that was booked was very spacious and comfortable with very high ceilimg",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-01-24 14:30:29,comfort spa room ,4.5
217," 
And the bathroom was huge with a separste bath tub and shower 
And the bathroom was huge with a separste bath tub and shower 
And the bathroom was huge with a separste bath tub and shower 
And the bathroom was huge with a separste bath tub and shower",Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),4.2,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-22 21:41:52,bathroom room ,2.75
218,and two sinkand two sinkand two sinkand two sinkand two sinkand two sinkand two sinkand two sinkand two sink,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-01-13 15:53:29,,4.777777777777778
219, Loved the heated toilet seat with an automatic bidet Loved the heated toilet seat with an automatic bidet,Singapore,Singapore,The Fullerton Hotel Singapore (Staycation Approved),5.0,"1 Fullerton Square, Singapore, 049178, Singapore",0,0,2021-07-24 15:13:22,,5.0
